customer_id,payer_name,first_name,last_name,gender,cpf,idade,cep,cidade,estado,endereco,graduado,trabalho,idioma,pessoa_fisica_juridica,email,payer_email,saldo,score_credito,produtos,device_brand,device_model,cor,device_date,os,material,barcode,total,data_pagamento,descrisão_pagamento,marca_carro,moeda,departamento,estoque,credit_card,estoque_industrial,frequencia,pagador,risco_emprestimo,marcas_consumidas,frequencia_transacoes,ativo,beneficiario_governo,estado_saude,bancos_cadastro,status_pagamento,valor_pagamento,tipo_transacao,status_conta,paises_visitados
787,Tonnie Josefs,Tonnie,Josefs,Male,817-68-8296,65,G0H,Normandin,Québec,0910 Garrison Plaza,true,Research Nurse,Arabic,pessoa jurídica,tjosefslu@dagondesign.com,tjosefslu@joomla.org,5697.21,412,produto3,Spice,Spice M-6450,Orange,2011,Feature phone,Plexiglass,933476640-9,5481.96,6/8/2020,turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec,BMW,Dollar,Beauty,"Staffing 360 Solutions, Inc.",5610036707910548,Professional Services,Daily,sim,alto,marca1,5,true,true,bom,santander,aceito,8182.12,investimentos,ativa,19
788,Nevile Lghan,Nevile,Lghan,Male,782-13-9752,26,,Gezan,,9 Susan Lane,true,Account Executive,Belarusian,pessoa jurídica,nlghanlv@acquirethisname.com,nlghanlv@example.com,-4.74,360,produto2,HTC,HTC EVO 3D CDMA,Red,2011,"Android 2.3, Sense UI 3",Granite,280674644-2,78.72,11/20/2021,faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec,Mazda,Yuan Renminbi,Games,Guggenheim Enhanced Equity Income Fund,5602252859999359,n/a,Daily,sim,baixo,marca2,45,false,false,ruim,inter,aceito,6263.95,consórcios,desativada,51
789,Cal Tresise,Cal,Tresise,Female,326-75-2167,46,2712,Ventersdorp,,3005 Hanson Plaza,true,Paralegal,Haitian Creole,pessoa física,ctresiselw@house.gov,ctresiselw@unicef.org,-9436.22,361,produto3,LG,LG Optimus L4 II E440,Purple,2013,Android 4.1.2,Granite,967901944-6,3936.01,6/20/2021,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla,Subaru,Rand,Computers,"Opexa Therapeutics, Inc.",3536015600607845,Major Pharmaceuticals,Monthly,sim,baixo,marca3,93,true,true,grave,caixa,aceito,5660.06,consórcios,desativada,1
790,Frasco Heyworth,Frasco,Heyworth,Male,594-68-6647,67,3080-520,Quiaios,Coimbra,8 Waxwing Trail,false,VP Quality Control,Tetum,pessoa jurídica,fheyworthlx@dagondesign.com,fheyworthlx@unesco.org,1738.75,736,produto3,Micromax,Micromax Canvas Spark 2 Q334,Violet,2015,Android 5.1,Aluminum,901927683-2,2435.94,11/28/2021,consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in,Chevrolet,Euro,Home,Teva Pharmaceutical Industries Limited,3541282157483847,Major Pharmaceuticals,Often,não,baixo,marca3,6,true,false,bom,caixa,pendente,6066.22,investimentos,ativa,60
791,Mavis Sambell,Mavis,Sambell,Female,210-98-3012,47,,Mbandaka,,47161 Oriole Parkway,false,Administrative Assistant IV,Swahili,pessoa jurídica,msambellly@prweb.com,msambellly@phpbb.com,-5164.19,343,produto1,Motorola,Motorola StarTAC 75+,Red,1997,Feature phone,Plexiglass,036742767-2,2406.67,1/2/2022,eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante,Ford,Franc,Automotive,CarMax Inc,5602228326746565,Automotive Aftermarket,Seldom,não,médio,marca3,32,true,true,grave,bnb,pendente,3669.77,empréstimos,desativada,96
792,Eldon Haddy,Eldon,Haddy,Male,650-97-0852,36,173007,Marulanda,,5050 Weeping Birch Place,false,Actuary,Nepali,pessoa física,ehaddylz@cloudflare.com,ehaddylz@slideshare.net,1181.95,597,produto3,Lenovo,Lenovo A336,Maroon,2011,Feature phone,Granite,231034308-0,4384.86,2/7/2022,posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed,Ford,Peso,Tools,"Gaia, Inc.",676372684430570638,Movies/Entertainment,Never,não,alto,marca1,55,true,false,regular,bb,aceito,9236.7,empréstimos,ativa,93
793,Nevile Robberecht,Nevile,Robberecht,Male,143-79-4381,33,575 94,Eksjö,Jönköping,70 Welch Drive,true,Civil Engineer,Filipino,pessoa física,nrobberechtm0@weebly.com,nrobberechtm0@123-reg.co.uk,-8138.12,475,produto1,T-Mobile,T-Mobile Concord,Crimson,2012,Android 2.3.5,Aluminum,515973556-9,9500.17,10/16/2020,leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum,Lincoln,Krona,Baby,"Profire Energy, Inc.",561074593651218816,Metal Fabrications,Daily,sim,médio,marca3,20,false,true,grave,santander,aceito,1403.46,consórcios,ativa,91
794,Jayson Pavelka,Jayson,Pavelka,Male,520-97-9358,24,,Bhokadoke,,3759 Melby Park,true,Senior Editor,Guaraní,pessoa jurídica,jpavelkam1@oracle.com,jpavelkam1@chronoengine.com,2058.56,742,produto1,Nokia,Nokia 6760 slide,Pink,2009,"Symbian, S60 rel. 3.2",Vinyl,144175994-8,6527.89,8/25/2022,nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est,Chevrolet,Rupiah,Shoes,"Commerce Union Bancshares, Inc.",201519719064012,n/a,Never,sim,alto,marca2,99,true,false,grave,bb,recusado,6097.69,financiamentos,ativa,27
795,Barnaby Soutter,Barnaby,Soutter,Male,246-02-3506,73,,Matai,,9993 Talisman Pass,true,Software Test Engineer III,Belarusian,pessoa jurídica,bsoutterm2@state.gov,bsoutterm2@psu.edu,5701.72,688,produto1,Orange,Orange Monte Carlo,Turquoise,2011,Android 2.3,Vinyl,479639034-0,877.26,6/16/2021,ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non,Chevrolet,Shilling,Baby,"Customers Bancorp, Inc",337941357978302,n/a,Monthly,sim,médio,marca3,78,true,true,ruim,bnb,pendente,1257.07,investimentos,ativa,51
796,Terence D'Elia,Terence,D'Elia,Male,870-82-9986,77,,Huohua,,048 Troy Lane,true,Information Systems Manager,Tswana,pessoa jurídica,tdeliam3@vinaora.com,tdeliam3@foxnews.com,7630.62,660,produto2,BLU,BLU Studio 5.0 S II,Teal,2014,Android 4.2,Vinyl,799276697-0,3218.11,9/24/2022,nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a,Isuzu,Yuan Renminbi,Jewelry,ATA Inc.,5602219030119264,Other Consumer Services,Monthly,não,médio,marca3,62,false,true,grave,caixa,aceito,1587.36,consórcios,ativa,32
797,Nell Baccup,Nell,Baccup,Female,433-83-0229,78,S9V,Lloydminster,Saskatchewan,83 Sullivan Place,false,Automation Specialist I,Montenegrin,pessoa jurídica,nbaccupm4@newyorker.com,nbaccupm4@pagesperso-orange.fr,9064.54,726,produto1,Allview,Allview P6 Lite,Orange,2016,Android 5.1,Plastic,602249044-8,6527.51,1/5/2021,ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla,Dodge,Dollar,Industrial,Ita? CorpBanca,58937158878793654,Major Banks,Seldom,sim,baixo,marca1,38,false,true,ruim,bb,pendente,3654.15,financiamentos,ativa,36
798,Moritz Mably,Moritz,Mably,Male,550-28-5649,26,9307,Lumbatan,,739 Westend Pass,false,Clinical Specialist,Montenegrin,pessoa jurídica,mmablym5@netscape.com,mmablym5@deviantart.com,9737.25,705,produto2,Nokia,Nokia X2-01,Mauv,2011,Feature phone,Aluminum,311469066-1,6893.63,7/22/2022,commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi,Dodge,Peso,Movies,Prana Biotechnology Ltd,3530508602452216,Major Pharmaceuticals,Weekly,não,alto,marca2,47,true,true,regular,caixa,aceito,6503.68,investimentos,ativa,61
799,Cyndia Chilvers,Cyndia,Chilvers,Female,782-13-8087,41,,Sikur,,29972 Mariners Cove Crossing,true,Accountant III,Malayalam,pessoa física,cchilversm6@skyrock.com,cchilversm6@loc.gov,-9994.51,789,produto1,Motorola,Motorola SlimLite,Teal,1997,Feature phone,Rubber,292133025-3,1822.37,4/2/2020,in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus,Chevrolet,Rupiah,Tools,ResMed Inc.,3589143923487558,Medical/Dental Instruments,Once,não,alto,marca2,45,false,false,regular,bnb,aceito,8202.94,consórcios,ativa,53
800,Des Artharg,Des,Artharg,Male,851-40-1938,27,,Mardzad,,8000 Main Center,true,Data Coordinator,Italian,pessoa jurídica,darthargm7@microsoft.com,darthargm7@goo.gl,-3552.74,433,produto3,Sonim,Sonim XP5300 Force 3G,Violet,2011,Feature phone,Granite,444581156-4,1432.47,7/24/2020,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas,Honda,Tugrik,Electronics,"Eleven Biotherapeutics, Inc.",3581820137172518,Major Pharmaceuticals,Monthly,sim,médio,marca3,100,false,false,ruim,bradesco,aceito,1484.01,consórcios,ativa,70
801,Blithe Wince,Blithe,Wince,Female,457-34-6548,20,31512,Feričanci,,5 Blaine Road,true,Systems Administrator II,Fijian,pessoa física,bwincem8@arizona.edu,bwincem8@skype.com,-7525.2,637,produto3,Samsung,Samsung E790,Pink,2007,Feature phone,Aluminum,810956111-X,3754.09,7/20/2022,rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend,Dodge,Kuna,Industrial,"County Bancorp, Inc.",3586239550574099,Major Banks,Seldom,sim,alto,marca2,4,false,false,bom,santander,pendente,6357.88,empréstimos,ativa,18
802,Letisha Ramas,Letisha,Ramas,Female,882-51-2038,78,8508,La Paz,,92873 Pearson Plaza,true,Media Manager III,West Frisian,pessoa física,lramasm9@blogger.com,lramasm9@mayoclinic.com,-5347.29,671,produto2,Allview,Allview X2 Soul Style + Platinum,Pink,2015,Android 5.1,Plastic,303609107-6,2059.2,11/7/2020,nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac,GMC,Peso,Industrial,"Limelight Networks, Inc.",5108751678188317,Business Services,Often,não,médio,marca2,69,false,true,ruim,bnb,pendente,6660.01,financiamentos,desativada,73
803,Shelbi Eake,Shelbi,Eake,Female,603-97-2161,36,,Taraan,,49135 Arapahoe Pass,true,Actuary,Aymara,pessoa jurídica,seakema@ucsd.edu,seakema@bigcartel.com,-7358.0,422,produto2,BenQ,BenQ S80,Yellow,2005,Feature phone,Brass,145193872-1,1303.71,2/12/2021,ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus,Saab,Rupiah,Kids,Handy & Harman Ltd.,4017951840198029,Industrial Specialties,Monthly,não,alto,marca3,50,true,true,grave,caixa,recusado,8327.83,financiamentos,ativa,73
804,Sharla Hugonnet,Sharla,Hugonnet,Female,521-55-8798,78,,Ash Shajarah,,7234 Shoshone Center,false,Accounting Assistant III,Pashto,pessoa física,shugonnetmb@adobe.com,shugonnetmb@issuu.com,-3568.15,646,produto2,Samsung,Samsung C130,Violet,2006,Feature phone,Aluminum,445679137-3,6065.82,3/10/2021,neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut,Dodge,Pound,Movies,"Equinix, Inc.",6390688304570218,Real Estate Investment Trusts,Weekly,sim,médio,marca3,60,false,false,regular,inter,recusado,7173.34,empréstimos,ativa,20
805,Britteny Colbourn,Britteny,Colbourn,Non-binary,649-25-7736,48,64-360,Zbąszyń,,525 Vernon Junction,true,Project Manager,Aymara,pessoa jurídica,bcolbournmc@thetimes.co.uk,bcolbournmc@ezinearticles.com,-9708.61,653,produto1,Acer,Acer Liquid E,Goldenrod,2010,"Android 2.1, up to Android 2.2",Rubber,196787750-5,7091.55,12/30/2020,risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit,Chevrolet,Zloty,Computers,"Dave & Buster's Entertainment, Inc.",5641828441835763113,Restaurants,Never,não,médio,marca2,94,false,false,ruim,bradesco,pendente,9925.52,investimentos,desativada,27
806,Moritz Mackett,Moritz,Mackett,Male,309-53-5427,47,2690-147,Santa Iria de Azóia,Lisboa,76 Lindbergh Drive,false,Chief Design Engineer,Punjabi,pessoa jurídica,mmackettmd@163.com,mmackettmd@storify.com,929.83,305,produto1,XOLO,XOLO Era 4G,Teal,2016,"Android 5.1.1, up to 6.0",Steel,596033871-8,3994.14,2/13/2021,vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget,Buick,Euro,Tools,Xperi Corporation,633309788394050930,Semiconductors,Never,não,médio,marca2,18,false,false,regular,bb,pendente,2789.52,investimentos,ativa,94
807,Riva Robrose,Riva,Robrose,Female,899-70-8273,55,9243,Kiten,,9482 Hallows Road,false,Quality Engineer,Finnish,pessoa física,rrobroseme@skyrock.com,rrobroseme@bing.com,-4398.12,696,produto1,HTC,HTC One A9,Puce,2015,"Android 6.0, up to 7.0, Sense UI",Plexiglass,101377631-3,8912.14,2/25/2022,diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat,Pontiac,Lev,Garden,Pebblebrook Hotel Trust,3535721648011467,n/a,Yearly,não,baixo,marca3,33,true,true,ruim,bnb,aceito,7854.25,consórcios,desativada,5
808,Archibold Goldsberry,Archibold,Goldsberry,Male,667-90-9376,54,,Cayur,,4 Debs Road,true,GIS Technical Architect,Quechua,pessoa jurídica,agoldsberrymf@google.co.jp,agoldsberrymf@cafepress.com,7047.33,387,produto2,Samsung,Samsung S5630C,Goldenrod,2009,Feature phone,Steel,278467694-3,2742.58,11/17/2022,in leo maecenas pulvinar lobortis est phasellus sit amet erat,Toyota,Rupiah,Home,"Recro Pharma, Inc.",3578683725470941,Major Pharmaceuticals,Monthly,não,baixo,marca2,67,true,false,regular,itaú,pendente,3646.0,consórcios,ativa,79
809,Umberto Hand,Umberto,Hand,Male,160-18-1674,77,,Jinshan,,14 Clarendon Crossing,true,Analyst Programmer,Swati,pessoa jurídica,uhandmg@newyorker.com,uhandmg@chicagotribune.com,8059.62,638,produto1,alcatel,alcatel OT-915,Red,2012,Android 2.3,Aluminum,454680809-7,7086.49,3/9/2020,pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac,Saturn,Yuan Renminbi,Clothing,Dow Chemical Company (The),374283724458849,Major Chemicals,Never,não,alto,marca1,39,true,true,grave,itaú,aceito,370.43,consórcios,desativada,67
810,Mame Dunphy,Mame,Dunphy,Female,442-47-4710,81,75586,Melaka,Melaka,884 Lawn Alley,true,Biostatistician IV,Kashmiri,pessoa física,mdunphymh@cnn.com,mdunphymh@simplemachines.org,-9998.27,832,produto3,Celkon,Celkon C777,Fuscia,2011,Feature phone,Vinyl,241686686-9,8496.51,1/31/2020,sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero,Toyota,Ringgit,Books,"Carolina Trust BancShares, Inc.",4844590830675981,Major Banks,Weekly,sim,alto,marca2,65,false,false,ruim,santander,aceito,7063.08,investimentos,desativada,72
811,Kacey Blunt,Kacey,Blunt,Non-binary,362-48-7401,19,,Pithári,,060 Kropf Terrace,true,Administrative Assistant III,Mongolian,pessoa jurídica,kbluntmi@devhub.com,kbluntmi@slashdot.org,-3326.45,840,produto2,Xiaomi,Xiaomi Mi A1 (Mi 5X),Indigo,2017,"Android 7.1.2, up to Android 9.0, Android One",Plastic,714162053-2,9148.56,7/28/2020,maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus,Jeep,Euro,Sports,BHP Billiton Limited,3586719150376300,Precious Metals,Once,sim,baixo,marca2,78,false,false,regular,bb,recusado,5001.68,consórcios,desativada,35
812,Marielle Rougier,Marielle,Rougier,Female,102-93-3648,80,,Umm Şalāl ‘Alī,,98617 Trailsway Terrace,true,Accountant III,Moldovan,pessoa física,mrougiermj@t-online.de,mrougiermj@fc2.com,-2641.69,502,produto1,Lenovo,Lenovo Tab M8 (FHD),Goldenrod,2019,"Android 9.0, up to Android 10",Glass,881712155-X,5547.44,11/28/2020,tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu,Cadillac,Rial,Beauty,J P Morgan Chase & Co,341595562904729,n/a,Daily,não,baixo,marca1,46,false,true,ruim,caixa,pendente,8087.96,investimentos,desativada,96
813,Jacquette Langrick,Jacquette,Langrick,Female,528-91-3153,21,,Vrýses,,169 Basil Junction,false,Developer I,Bengali,pessoa física,jlangrickmk@linkedin.com,jlangrickmk@guardian.co.uk,7640.0,722,produto2,alcatel,alcatel OT-908F,Purple,2011,Android 2.2,Plastic,457568108-3,9373.71,3/3/2021,viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac,Chevrolet,Euro,Baby,Enterprise Financial Services Corporation,3554034541083948,Major Banks,Seldom,sim,baixo,marca3,29,false,true,grave,bradesco,recusado,7553.69,investimentos,desativada,63
814,Rowney Bayliss,Rowney,Bayliss,Male,828-88-5667,62,84900-000,Ibaiti,,549 Monument Crossing,false,Payment Adjustment Coordinator,Danish,pessoa física,rbaylissml@pagesperso-orange.fr,rbaylissml@tripod.com,-418.95,322,produto2,Nokia,Nokia 1112,Puce,2006,Feature phone,Glass,687351462-4,8753.92,3/19/2021,cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi,Ford,Real,Automotive,TriplePoint Venture Growth BDC Corp.,4936406396309255068,n/a,Seldom,sim,médio,marca3,59,false,false,grave,inter,pendente,2984.29,empréstimos,desativada,37
815,Petrina Berresford,Petrina,Berresford,Female,583-65-9601,49,,Jingjiang,,24 Linden Street,false,Speech Pathologist,Montenegrin,pessoa física,pberresfordmm@businesswire.com,pberresfordmm@dropbox.com,-6754.0,827,produto1,Philips,Philips X2560,Blue,2013,Feature phone,Aluminum,076355595-9,4920.93,2/26/2021,amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla,Pontiac,Yuan Renminbi,Kids,Public Storage,5602219559636292,Real Estate Investment Trusts,Yearly,sim,baixo,marca2,26,true,false,ruim,caixa,recusado,2416.58,empréstimos,ativa,91
816,Bertrand Killcross,Bertrand,Killcross,Male,650-94-8176,40,,Karangduren Dua,,6443 Harper Way,true,Graphic Designer,Punjabi,pessoa física,bkillcrossmn@unblog.fr,bkillcrossmn@reference.com,-4995.71,449,produto3,HTC,HTC Velocity 4G Vodafone,Fuscia,2012,"Android 2.3, Sense UI 3.5",Aluminum,636827549-9,3310.56,4/29/2020,semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui,GMC,Rupiah,Shoes,"WhiteHorse Finance, Inc.",201652519835073,n/a,Weekly,não,médio,marca3,27,true,false,bom,itaú,pendente,22.8,consórcios,ativa,30
817,Barbe Di Giacomettino,Barbe,Di Giacomettino,Female,382-67-5922,40,,Heqian,,589 Waywood Avenue,true,Nurse,Assamese,pessoa jurídica,bdimo@domainmarket.com,bdimo@gmpg.org,-1375.93,427,produto3,LG,LG Stylo 3 Plus,Mauv,2017,Android 7.0,Granite,280779309-6,5304.02,6/26/2020,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat,Lincoln,Yuan Renminbi,Grocery,WSFS Financial Corporation,3569399176149493,Major Banks,Weekly,sim,médio,marca3,100,true,false,grave,bnb,aceito,460.17,financiamentos,ativa,16
818,Monika Renals,Monika,Renals,Female,742-12-9262,46,,Menglie,,4920 Mockingbird Park,false,Payment Adjustment Coordinator,Azeri,pessoa jurídica,mrenalsmp@w3.org,mrenalsmp@reverbnation.com,1157.95,791,produto2,Samsung,Samsung Array M390,Puce,2012,Feature phone,Glass,892721180-4,6621.73,8/21/2022,est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices,Mercury,Yuan Renminbi,Grocery,"Dr Pepper Snapple Group, Inc",633110151956489955,Beverages (Production/Distribution),Monthly,não,médio,marca2,2,false,true,ruim,caixa,recusado,7884.94,financiamentos,ativa,31
819,Osbourne Rundall,Osbourne,Rundall,Male,661-99-3394,44,4715-529,Venda,Braga,4093 Mesta Drive,false,Mechanical Systems Engineer,Spanish,pessoa física,orundallmq@apple.com,orundallmq@washingtonpost.com,-2121.65,335,produto3,Nokia,Nokia 8250,Orange,2000,Feature phone,Wood,163500309-1,6582.75,12/28/2021,leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis,Buick,Euro,Computers,Alkermes plc,6709795911653175890,Major Pharmaceuticals,Often,sim,baixo,marca3,94,false,true,bom,itaú,pendente,657.43,investimentos,ativa,37
820,Ben Alejandri,Ben,Alejandri,Male,818-68-9755,52,,Quchomo,,5 Gale Court,false,Information Systems Manager,Burmese,pessoa jurídica,balejandrimr@weather.com,balejandrimr@home.pl,-2111.22,303,produto3,Xiaomi,Xiaomi Redmi 5 Plus (Redmi Note 5),Turquoise,2018,"Android 7.1.2, planned upgrade to 10, MIUI 12",Plastic,686146869-X,4346.96,7/23/2020,suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut,Hyundai,Yuan Renminbi,Jewelry,Hewlett Packard Enterprise Company,3530645635521037,Computer Manufacturing,Often,sim,baixo,marca1,7,false,false,grave,inter,pendente,7502.27,consórcios,desativada,33
821,Renate Kalisz,Renate,Kalisz,Female,830-90-8803,23,,Wuli,,135 Arrowood Circle,true,Sales Representative,Romanian,pessoa física,rkaliszms@dot.gov,rkaliszms@census.gov,-7620.4,496,produto1,Nokia,Nokia 7510 Supernova,Aquamarine,2009,Feature phone,Plastic,820433482-6,8002.48,7/14/2020,volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus,Toyota,Yuan Renminbi,Tools,Icahn Enterprises L.P.,3558679561211278,Auto Parts:O.E.M.,Yearly,sim,alto,marca2,4,false,true,bom,inter,pendente,8567.83,consórcios,ativa,69
